timestamp,ts,mac,mc_id,temp,tp,humid,hm,light,lgt,EC,e,Mois,mc
timestamp_s,1553228161569,mac_s,866104025317119_NLNNT1,Temperature,35.5,Humidity,49.9,Light,26659,EC,null,Mois,null
timestamp_s,1553228097873,mac_s,866104025317119_NLNNT1,Temperature,35.6,Humidity,58.2,Light,26916,EC,null,Mois,null
timestamp_s,1553228033435,mac_s,866104025317119_NLNNT1,Temperature,35.2,Humidity,49.0,Light,27095,EC,null,Mois,null
timestamp_s,1553227969705,mac_s,866104025317119_NLNNT1,Temperature,35.0,Humidity,51.0,Light,27309,EC,null,Mois,null
timestamp_s,1553227905498,mac_s,866104025317119_NLNNT1,Temperature,34.7,Humidity,51.0,Light,27264,EC,null,Mois,null
timestamp_s,1553227842625,mac_s,866104025317119_NLNNT1,Temperature,34.7,Humidity,51.4,Light,27240,EC,null,Mois,null
timestamp_s,1553227777554,mac_s,866104025317119_NLNNT1,Temperature,34.8,Humidity,49.9,Light,27532,EC,null,Mois,null
timestamp_s,1553227713595,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,49.6,Light,27921,EC,null,Mois,null
timestamp_s,1553227649674,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,49.9,Light,28224,EC,null,Mois,null
timestamp_s,1553227585852,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,50.2,Light,28748,EC,null,Mois,null
timestamp_s,1553227521773,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.4,Light,29174,EC,null,Mois,null
timestamp_s,1553227457737,mac_s,866104025317119_NLNNT1,Temperature,35.3,Humidity,48.7,Light,29488,EC,null,Mois,null
timestamp_s,1553227329792,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.8,Light,30165,EC,null,Mois,null
timestamp_s,1553227266239,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.8,Light,30520,EC,null,Mois,null
timestamp_s,1553227201860,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.3,Light,30994,EC,null,Mois,null
timestamp_s,1553227137892,mac_s,866104025317119_NLNNT1,Temperature,35.2,Humidity,49.9,Light,31599,EC,null,Mois,null
timestamp_s,1553227073904,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.9,Light,31971,EC,null,Mois,null
timestamp_s,1553227010152,mac_s,866104025317119_NLNNT1,Temperature,35.0,Humidity,50.2,Light,32307,EC,null,Mois,null
timestamp_s,1553226881991,mac_s,866104025317119_NLNNT1,Temperature,35.0,Humidity,49.7,Light,33242,EC,null,Mois,null
timestamp_s,1553226818058,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,50.7,Light,33560,EC,null,Mois,null
timestamp_s,1553226754437,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,49.7,Light,33594,EC,null,Mois,null
timestamp_s,1553226696377,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,50.4,Light,34087,EC,null,Mois,null
timestamp_s,1553226626242,mac_s,866104025317119_NLNNT1,Temperature,35.2,Humidity,49.2,Light,33701,EC,null,Mois,null
timestamp_s,1553226562633,mac_s,866104025317119_NLNNT1,Temperature,35.2,Humidity,50.4,Light,33233,EC,null,Mois,null
timestamp_s,1553226498223,mac_s,866104025317119_NLNNT1,Temperature,35.6,Humidity,49.5,Light,33770,EC,null,Mois,null
timestamp_s,1553226434816,mac_s,866104025317119_NLNNT1,Temperature,36.0,Humidity,55.0,Light,34848,EC,null,Mois,null
timestamp_s,1553226370798,mac_s,866104025317119_NLNNT1,Temperature,35.8,Humidity,49.0,Light,35458,EC,null,Mois,null
timestamp_s,1553226306316,mac_s,866104025317119_NLNNT1,Temperature,35.5,Humidity,48.7,Light,35977,EC,null,Mois,null
timestamp_s,1553226242441,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.6,Light,36022,EC,null,Mois,null
timestamp_s,1553226178654,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,50.7,Light,36340,EC,null,Mois,null
timestamp_s,1553226114558,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,50.1,Light,36573,EC,null,Mois,null
timestamp_s,1553226050501,mac_s,866104025317119_NLNNT1,Temperature,34.6,Humidity,51.1,Light,36796,EC,null,Mois,null
timestamp_s,1553225986596,mac_s,866104025317119_NLNNT1,Temperature,34.4,Humidity,51.1,Light,37067,EC,null,Mois,null
timestamp_s,1553225932611,mac_s,866104025317119_NLNNT1,Temperature,34.2,Humidity,53.0,Light,37541,EC,null,Mois,null
timestamp_s,1553225858536,mac_s,866104025317119_NLNNT1,Temperature,34.1,Humidity,52.0,Light,36655,EC,null,Mois,null
timestamp_s,1553225730623,mac_s,866104025317119_NLNNT1,Temperature,34.1,Humidity,52.5,Light,37701,EC,null,Mois,null
timestamp_s,1553225668316,mac_s,866104025317119_NLNNT1,Temperature,34.1,Humidity,52.4,Light,37333,EC,null,Mois,null
timestamp_s,1553225474932,mac_s,866104025317119_NLNNT1,Temperature,35.0,Humidity,59.9,Light,38332,EC,null,Mois,null
timestamp_s,1553225411375,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,57.1,Light,38915,EC,null,Mois,null
timestamp_s,1553225346998,mac_s,866104025317119_NLNNT1,Temperature,35.6,Humidity,49.3,Light,39002,EC,null,Mois,null
timestamp_s,1553225283335,mac_s,866104025317119_NLNNT1,Temperature,35.4,Humidity,49.8,Light,39435,EC,null,Mois,null
timestamp_s,1553225218892,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,50.7,Light,39812,EC,null,Mois,null
timestamp_s,1553225154896,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,50.2,Light,40390,EC,null,Mois,null
timestamp_s,1553225091239,mac_s,866104025317119_NLNNT1,Temperature,34.6,Humidity,51.0,Light,39605,EC,null,Mois,null
timestamp_s,1553225027341,mac_s,866104025317119_NLNNT1,Temperature,34.4,Humidity,51.4,Light,39709,EC,null,Mois,null
timestamp_s,1553224963295,mac_s,866104025317119_NLNNT1,Temperature,34.4,Humidity,50.8,Light,39702,EC,null,Mois,null
timestamp_s,1553224899132,mac_s,866104025317119_NLNNT1,Temperature,34.6,Humidity,51.7,Light,40017,EC,null,Mois,null
timestamp_s,1553224835141,mac_s,866104025317119_NLNNT1,Temperature,35.4,Humidity,57.9,Light,39249,EC,null,Mois,null
timestamp_s,1553224771125,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,48.1,Light,41734,EC,null,Mois,null
timestamp_s,1553224707333,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,48.2,Light,41486,EC,null,Mois,null
timestamp_s,1553224643356,mac_s,866104025317119_NLNNT1,Temperature,35.5,Humidity,49.1,Light,41630,EC,null,Mois,null
timestamp_s,1553224579195,mac_s,866104025317119_NLNNT1,Temperature,35.3,Humidity,49.6,Light,41727,EC,null,Mois,null
timestamp_s,1553224518477,mac_s,866104025317119_NLNNT1,Temperature,35.2,Humidity,49.5,Light,42062,EC,null,Mois,null
timestamp_s,1553224451834,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,50.1,Light,42105,EC,null,Mois,null
timestamp_s,1553224387614,mac_s,866104025317119_NLNNT1,Temperature,35.1,Humidity,49.9,Light,41942,EC,null,Mois,null
timestamp_s,1553224323397,mac_s,866104025317119_NLNNT1,Temperature,35.8,Humidity,60.0,Light,41343,EC,null,Mois,null
timestamp_s,1553224260517,mac_s,866104025317119_NLNNT1,Temperature,36.4,Humidity,50.5,Light,40605,EC,null,Mois,null
timestamp_s,1553224195482,mac_s,866104025317119_NLNNT1,Temperature,36.5,Humidity,46.3,Light,38987,EC,null,Mois,null
timestamp_s,1553224131457,mac_s,866104025317119_NLNNT1,Temperature,36.5,Humidity,46.0,Light,37644,EC,null,Mois,null
timestamp_s,1553224068595,mac_s,866104025317119_NLNNT1,Temperature,36.4,Humidity,46.3,Light,37378,EC,null,Mois,null
timestamp_s,1553223939624,mac_s,866104025317119_NLNNT1,Temperature,36.2,Humidity,46.3,Light,36163,EC,null,Mois,null
timestamp_s,1553223875858,mac_s,866104025317119_NLNNT1,Temperature,36.2,Humidity,45.6,Light,35715,EC,null,Mois,null
timestamp_s,1553223811975,mac_s,866104025317119_NLNNT1,Temperature,36.0,Humidity,46.3,Light,35245,EC,null,Mois,null
timestamp_s,1553223747651,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,47.3,Light,34801,EC,null,Mois,null
timestamp_s,1553223684142,mac_s,866104025317119_NLNNT1,Temperature,35.5,Humidity,48.2,Light,34875,EC,null,Mois,null
timestamp_s,1553223619715,mac_s,866104025317119_NLNNT1,Temperature,35.5,Humidity,48.0,Light,34296,EC,null,Mois,null
timestamp_s,1553223556118,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,47.1,Light,33768,EC,null,Mois,null
timestamp_s,1553223491844,mac_s,866104025317119_NLNNT1,Temperature,35.9,Humidity,46.2,Light,33455,EC,null,Mois,null
timestamp_s,1553223427914,mac_s,866104025317119_NLNNT1,Temperature,35.9,Humidity,46.8,Light,33017,EC,null,Mois,null
timestamp_s,1553223364095,mac_s,866104025317119_NLNNT1,Temperature,35.8,Humidity,47.3,Light,32736,EC,null,Mois,null
timestamp_s,1553223300169,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,46.7,Light,32444,EC,null,Mois,null
timestamp_s,1553223171981,mac_s,866104025317119_NLNNT1,Temperature,35.6,Humidity,47.5,Light,31770,EC,null,Mois,null
timestamp_s,1553223044037,mac_s,866104025317119_NLNNT1,Temperature,36.0,Humidity,47.3,Light,30535,EC,null,Mois,null
timestamp_s,1553222980426,mac_s,866104025317119_NLNNT1,Temperature,36.0,Humidity,47.1,Light,30390,EC,null,Mois,null
timestamp_s,1553222916105,mac_s,866104025317119_NLNNT1,Temperature,35.8,Humidity,48.1,Light,29692,EC,null,Mois,null
timestamp_s,1553222852145,mac_s,866104025317119_NLNNT1,Temperature,35.6,Humidity,48.6,Light,29943,EC,null,Mois,null
timestamp_s,1553222660556,mac_s,866104025317119_NLNNT1,Temperature,36.0,Humidity,46.8,Light,28262,EC,null,Mois,null
timestamp_s,1553222596278,mac_s,866104025317119_NLNNT1,Temperature,36.1,Humidity,46.5,Light,28286,EC,null,Mois,null
timestamp_s,1553222532654,mac_s,866104025317119_NLNNT1,Temperature,36.3,Humidity,46.1,Light,30388,EC,null,Mois,null
timestamp_s,1553222468319,mac_s,866104025317119_NLNNT1,Temperature,36.4,Humidity,46.9,Light,37055,EC,null,Mois,null
timestamp_s,1553222404880,mac_s,866104025317119_NLNNT1,Temperature,36.4,Humidity,47.2,Light,37815,EC,null,Mois,null
timestamp_s,1553222340400,mac_s,866104025317119_NLNNT1,Temperature,36.3,Humidity,47.0,Light,37862,EC,null,Mois,null
timestamp_s,1553222276553,mac_s,866104025317119_NLNNT1,Temperature,36.4,Humidity,46.6,Light,38581,EC,null,Mois,null
timestamp_s,1553222212699,mac_s,866104025317119_NLNNT1,Temperature,36.2,Humidity,47.2,Light,38973,EC,null,Mois,null
timestamp_s,1553222148772,mac_s,866104025317119_NLNNT1,Temperature,36.0,Humidity,47.6,Light,38921,EC,null,Mois,null
timestamp_s,1553222084918,mac_s,866104025317119_NLNNT1,Temperature,35.9,Humidity,47.9,Light,38043,EC,null,Mois,null
timestamp_s,1553222020553,mac_s,866104025317119_NLNNT1,Temperature,35.7,Humidity,49.3,Light,37798,EC,null,Mois,null
timestamp_s,1553221956978,mac_s,866104025317119_NLNNT1,Temperature,35.6,Humidity,50.4,Light,36778,EC,null,Mois,null
timestamp_s,1553221892633,mac_s,866104025317119_NLNNT1,Temperature,35.5,Humidity,49.1,Light,35898,EC,null,Mois,null
timestamp_s,1553221828959,mac_s,866104025317119_NLNNT1,Temperature,35.3,Humidity,50.0,Light,35099,EC,null,Mois,null
timestamp_s,1553221764762,mac_s,866104025317119_NLNNT1,Temperature,35.3,Humidity,49.9,Light,34294,EC,null,Mois,null
timestamp_s,1553221700738,mac_s,866104025317119_NLNNT1,Temperature,35.3,Humidity,49.0,Light,33384,EC,null,Mois,null
timestamp_s,1553221636974,mac_s,866104025317119_NLNNT1,Temperature,35.2,Humidity,50.7,Light,32801,EC,null,Mois,null
timestamp_s,1553221573012,mac_s,866104025317119_NLNNT1,Temperature,35.0,Humidity,51.6,Light,32083,EC,null,Mois,null
timestamp_s,1553221509347,mac_s,866104025317119_NLNNT1,Temperature,34.9,Humidity,51.2,Light,31246,EC,null,Mois,null
timestamp_s,1553221444992,mac_s,866104025317119_NLNNT1,Temperature,34.8,Humidity,52.3,Light,30800,EC,null,Mois,null
timestamp_s,1553221380931,mac_s,866104025317119_NLNNT1,Temperature,34.5,Humidity,53.3,Light,29313,EC,null,Mois,null
timestamp_s,1553221316943,mac_s,866104025317119_NLNNT1,Temperature,34.3,Humidity,54.0,Light,27027,EC,null,Mois,null
timestamp_s,1553221253382,mac_s,866104025317119_NLNNT1,Temperature,34.1,Humidity,53.9,Light,25803,EC,null,Mois,null
timestamp_s,1553221189222,mac_s,866104025317119_NLNNT1,Temperature,34.1,Humidity,54.0,Light,24362,EC,null,Mois,null
timestamp_s,1553221125232,mac_s,866104025317119_NLNNT1,Temperature,34.0,Humidity,55.2,Light,23333,EC,null,Mois,null
timestamp_s,1553221061298,mac_s,866104025317119_NLNNT1,Temperature,33.8,Humidity,55.6,Light,22461,EC,null,Mois,null
timestamp_s,1553220997456,mac_s,866104025317119_NLNNT1,Temperature,33.6,Humidity,56.3,Light,21704,EC,null,Mois,null
timestamp_s,1553220933803,mac_s,866104025317119_NLNNT1,Temperature,33.5,Humidity,57.6,Light,21110,EC,null,Mois,null
timestamp_s,1553220869357,mac_s,866104025317119_NLNNT1,Temperature,33.3,Humidity,57.1,Light,20569,EC,null,Mois,null
timestamp_s,1553220805717,mac_s,866104025317119_NLNNT1,Temperature,33.3,Humidity,56.0,Light,20162,EC,null,Mois,null
timestamp_s,1553220741793,mac_s,866104025317119_NLNNT1,Temperature,33.4,Humidity,56.0,Light,19288,EC,null,Mois,null
timestamp_s,1553220677960,mac_s,866104025317119_NLNNT1,Temperature,33.3,Humidity,56.5,Light,18774,EC,null,Mois,null
timestamp_s,1553220613704,mac_s,866104025317119_NLNNT1,Temperature,33.2,Humidity,57.1,Light,18412,EC,null,Mois,null
timestamp_s,1553220549535,mac_s,866104025317119_NLNNT1,Temperature,33.3,Humidity,57.1,Light,18096,EC,null,Mois,null
timestamp_s,1553220485663,mac_s,866104025317119_NLNNT1,Temperature,33.3,Humidity,55.9,Light,18383,EC,null,Mois,null
timestamp_s,1553220421863,mac_s,866104025317119_NLNNT1,Temperature,33.2,Humidity,56.3,Light,17704,EC,null,Mois,null
timestamp_s,1553220358163,mac_s,866104025317119_NLNNT1,Temperature,33.1,Humidity,57.4,Light,17136,EC,null,Mois,null
timestamp_s,1553220293699,mac_s,866104025317119_NLNNT1,Temperature,33.0,Humidity,57.5,Light,16967,EC,null,Mois,null
timestamp_s,1553220229760,mac_s,866104025317119_NLNNT1,Temperature,32.9,Humidity,57.4,Light,16961,EC,null,Mois,null
timestamp_s,1553220166157,mac_s,866104025317119_NLNNT1,Temperature,32.7,Humidity,58.3,Light,17084,EC,null,Mois,null
timestamp_s,1553220102320,mac_s,866104025317119_NLNNT1,Temperature,32.7,Humidity,58.5,Light,17026,EC,null,Mois,null
timestamp_s,1553220037874,mac_s,866104025317119_NLNNT1,Temperature,32.6,Humidity,58.8,Light,16700,EC,null,Mois,null
timestamp_s,1553219973918,mac_s,866104025317119_NLNNT1,Temperature,32.4,Humidity,59.1,Light,16467,EC,null,Mois,null
timestamp_s,1553219909954,mac_s,866104025317119_NLNNT1,Temperature,32.4,Humidity,58.6,Light,16262,EC,null,Mois,null
timestamp_s,1553219846061,mac_s,866104025317119_NLNNT1,Temperature,32.4,Humidity,58.5,Light,16007,EC,null,Mois,null
timestamp_s,1553219781955,mac_s,866104025317119_NLNNT1,Temperature,32.4,Humidity,58.7,Light,15883,EC,null,Mois,null
timestamp_s,1553219717986,mac_s,866104025317119_NLNNT1,Temperature,32.3,Humidity,59.6,Light,15834,EC,null,Mois,null
timestamp_s,1553219654371,mac_s,866104025317119_NLNNT1,Temperature,32.3,Humidity,59.3,Light,16218,EC,null,Mois,null
timestamp_s,1553219590480,mac_s,866104025317119_NLNNT1,Temperature,32.2,Humidity,59.9,Light,16747,EC,null,Mois,null
timestamp_s,1553219526620,mac_s,866104025317119_NLNNT1,Temperature,32.2,Humidity,60.4,Light,16800,EC,null,Mois,null
timestamp_s,1553219462119,mac_s,866104025317119_NLNNT1,Temperature,32.1,Humidity,59.4,Light,17178,EC,null,Mois,null
timestamp_s,1553219398161,mac_s,866104025317119_NLNNT1,Temperature,32.2,Humidity,59.9,Light,16942,EC,null,Mois,null
timestamp_s,1553219334328,mac_s,866104025317119_NLNNT1,Temperature,32.2,Humidity,60.2,Light,16862,EC,null,Mois,null
timestamp_s,1553219270463,mac_s,866104025317119_NLNNT1,Temperature,32.3,Humidity,59.4,Light,16663,EC,null,Mois,null
timestamp_s,1553219206876,mac_s,866104025317119_NLNNT1,Temperature,32.2,Humidity,59.6,Light,16319,EC,null,Mois,null
timestamp_s,1553219078621,mac_s,866104025317119_NLNNT1,Temperature,31.8,Humidity,61.5,Light,15562,EC,null,Mois,null
timestamp_s,1553219014835,mac_s,866104025317119_NLNNT1,Temperature,31.6,Humidity,61.5,Light,15152,EC,null,Mois,null
timestamp_s,1553218886393,mac_s,866104025317119_NLNNT1,Temperature,31.3,Humidity,63.1,Light,14344,EC,null,Mois,null
timestamp_s,1553218822485,mac_s,866104025317119_NLNNT1,Temperature,31.1,Humidity,64.1,Light,13881,EC,null,Mois,null
timestamp_s,1553218758501,mac_s,866104025317119_NLNNT1,Temperature,30.9,Humidity,64.3,Light,13339,EC,null,Mois,null
timestamp_s,1553218694743,mac_s,866104025317119_NLNNT1,Temperature,30.7,Humidity,65.2,Light,12649,EC,null,Mois,null
timestamp_s,1553218630915,mac_s,866104025317119_NLNNT1,Temperature,30.6,Humidity,65.1,Light,12434,EC,null,Mois,null
timestamp_s,1553218566626,mac_s,866104025317119_NLNNT1,Temperature,30.5,Humidity,65.2,Light,11951,EC,null,Mois,null
timestamp_s,1553218502918,mac_s,866104025317119_NLNNT1,Temperature,30.6,Humidity,65.1,Light,11493,EC,null,Mois,null
timestamp_s,1553218439060,mac_s,866104025317119_NLNNT1,Temperature,30.6,Humidity,64.7,Light,11119,EC,null,Mois,null
timestamp_s,1553218375040,mac_s,866104025317119_NLNNT1,Temperature,30.7,Humidity,64.9,Light,10810,EC,null,Mois,null
timestamp_s,1553218310700,mac_s,866104025317119_NLNNT1,Temperature,30.6,Humidity,65.2,Light,10391,EC,null,Mois,null
timestamp_s,1553218246738,mac_s,866104025317119_NLNNT1,Temperature,30.3,Humidity,66.5,Light,10001,EC,null,Mois,null
timestamp_s,1553218182854,mac_s,866104025317119_NLNNT1,Temperature,30.1,Humidity,67.1,Light,9718,EC,null,Mois,null
timestamp_s,1553218119097,mac_s,866104025317119_NLNNT1,Temperature,30.0,Humidity,67.2,Light,9271,EC,null,Mois,null
timestamp_s,1553218055361,mac_s,866104025317119_NLNNT1,Temperature,29.9,Humidity,67.2,Light,8961,EC,null,Mois,null
timestamp_s,1553217990892,mac_s,866104025317119_NLNNT1,Temperature,29.7,Humidity,68.3,Light,8633,EC,null,Mois,null
timestamp_s,1553217927141,mac_s,866104025317119_NLNNT1,Temperature,29.5,Humidity,68.6,Light,8227,EC,null,Mois,null
timestamp_s,1553217863332,mac_s,866104025317119_NLNNT1,Temperature,29.3,Humidity,69.5,Light,8028,EC,null,Mois,null
timestamp_s,1553217799243,mac_s,866104025317119_NLNNT1,Temperature,29.3,Humidity,68.9,Light,7703,EC,null,Mois,null
timestamp_s,1553217735055,mac_s,866104025317119_NLNNT1,Temperature,29.4,Humidity,69.0,Light,7459,EC,null,Mois,null
timestamp_s,1553217671097,mac_s,866104025317119_NLNNT1,Temperature,29.4,Humidity,68.7,Light,7110,EC,null,Mois,null
timestamp_s,1553217543343,mac_s,866104025317119_NLNNT1,Temperature,29.4,Humidity,69.1,Light,6497,EC,null,Mois,null
timestamp_s,1553217479188,mac_s,866104025317119_NLNNT1,Temperature,29.4,Humidity,68.8,Light,6094,EC,null,Mois,null
timestamp_s,1553217415176,mac_s,866104025317119_NLNNT1,Temperature,29.3,Humidity,69.1,Light,5756,EC,null,Mois,null
timestamp_s,1553217351256,mac_s,866104025317119_NLNNT1,Temperature,29.3,Humidity,69.3,Light,5422,EC,null,Mois,null
timestamp_s,1553217287777,mac_s,866104025317119_NLNNT1,Temperature,29.3,Humidity,69.2,Light,5107,EC,null,Mois,null
timestamp_s,1553217223855,mac_s,866104025317119_NLNNT1,Temperature,29.2,Humidity,69.9,Light,4763,EC,null,Mois,null
timestamp_s,1553217159353,mac_s,866104025317119_NLNNT1,Temperature,29.3,Humidity,69.1,Light,4152,EC,null,Mois,null
timestamp_s,1553217095383,mac_s,866104025317119_NLNNT1,Temperature,29.2,Humidity,69.8,Light,3473,EC,null,Mois,null
timestamp_s,1553217031519,mac_s,866104025317119_NLNNT1,Temperature,29.0,Humidity,70.7,Light,3080,EC,null,Mois,null
timestamp_s,1553216967678,mac_s,866104025317119_NLNNT1,Temperature,28.8,Humidity,71.5,Light,3096,EC,null,Mois,null
timestamp_s,1553216903826,mac_s,866104025317119_NLNNT1,Temperature,28.7,Humidity,71.2,Light,2606,EC,null,Mois,null
timestamp_s,1553216839491,mac_s,866104025317119_NLNNT1,Temperature,28.7,Humidity,71.0,Light,2227,EC,null,Mois,null
timestamp_s,1553216711570,mac_s,866104025317119_NLNNT1,Temperature,28.4,Humidity,72.5,Light,2001,EC,null,Mois,null
